Invoice,Branch,City,Type,Gender,Category,Cost,Sale,Date,Year,Month,Day,Date2,Time,Payment,Review
747-58-7183,B,Chicago,Normal,Male,Fashion accessories, $171.81 , $180.40 ,02/09/19,2019,2,9,09/02/19,20:31:00,Ewallet,6.5
582-52-8065,B,Chicago,Normal,Female,Fashion accessories, $488.79 , $513.23 ,2/22/2019,2019,2,22,22/02/19,10:49:00,Cash,8.9
210-57-1719,B,Chicago,Normal,Female,Health and beauty, $524.16 , $550.37 ,02/05/19,2019,2,5,05/02/19,12:34:00,Cash,9.7
399-69-4630,C,Houston,Normal,Male,Electronic accessories, $133.26 , $139.92 ,03/07/19,2019,3,7,07/03/19,10:23:00,Credit card,8.6
134-75-2619,A,Nueva York,Member,Male,Electronic accessories, $135.24 , $142.00 ,3/25/2019,2019,3,25,25/03/19,18:51:00,Cash,6.9
356-44-8813,B,Chicago,Normal,Male,Home and lifestyle, $112.44 , $118.06 ,1/20/2019,2019,1,20,20/01/19,13:45:00,Credit card,7.7
198-66-9832,B,Chicago,Member,Female,Fashion accessories, $144.08 , $151.28 ,02/04/19,2019,2,4,04/02/19,19:38:00,Cash,9.5
283-26-5248,C,Houston,Member,Female,Food and beverages, $985.20 ," $1,034.46 ",1/30/2019,2019,1,30,30/01/19,20:23:00,Ewallet,4.5
712-39-0363,A,Nueva York,Member,Male,Food and beverages, $249.96 , $262.46 ,01/02/19,2019,1,2,02/01/19,15:24:00,Ewallet,5.6
218-59-9410,A,Nueva York,Member,Female,Home and lifestyle, $217.26 , $228.12 ,3/29/2019,2019,3,29,29/03/19,16:54:00,Ewallet,8.2
174-75-0888,B,Chicago,Normal,Male,Electronic accessories, $194.22 , $203.93 ,3/14/2019,2019,3,14,14/03/19,12:32:00,Cash,7.3
866-99-7614,C,Houston,Normal,Male,Food and beverages, $892.00 , $936.60 ,02/11/19,2019,2,11,11/02/19,15:42:00,Credit card,4.4
134-54-4720,B,Chicago,Normal,Female,Electronic accessories, $339.36 , $356.33 ,1/30/2019,2019,1,30,30/01/19,13:58:00,Ewallet,5.7
760-90-2357,A,Nueva York,Member,Male,Electronic accessories, $447.06 , $469.41 ,3/20/2019,2019,3,20,20/03/19,15:08:00,Ewallet,5.0
514-37-2845,B,Chicago,Normal,Male,Fashion accessories, $198.50 , $208.43 ,3/20/2019,2019,3,20,20/03/19,13:02:00,Cash,9.0
698-98-5964,A,Nueva York,Normal,Female,Food and beverages, $812.10 , $852.71 ,1/17/2019,2019,1,17,17/01/19,13:01:00,Credit card,6.3
718-57-9773,C,Houston,Normal,Female,Sports and travel, $493.30 , $517.97 ,02/03/19,2019,2,3,03/02/19,16:40:00,Credit card,9.4
651-88-7328,A,Nueva York,Normal,Female,Fashion accessories, $591.66 , $621.24 ,01/01/19,2019,1,1,01/01/19,13:55:00,Cash,7.7
241-11-2261,B,Chicago,Normal,Female,Fashion accessories, $559.02 , $586.97 ,01/10/19,2019,1,10,10/01/19,10:33:00,Credit card,5.5
408-26-9866,C,Houston,Normal,Female,Sports and travel, $517.86 , $543.75 ,03/02/19,2019,3,2,02/03/19,16:42:00,Ewallet,4.1
834-83-1826,B,Chicago,Member,Female,Home and lifestyle, $410.20 , $430.71 ,2/25/2019,2019,2,25,25/02/19,17:16:00,Credit card,7.6
343-61-3544,B,Chicago,Member,Male,Sports and travel, $266.70 , $280.04 ,1/29/2019,2019,1,29,29/01/19,11:48:00,Cash,8.6
239-48-4278,A,Nueva York,Member,Male,Food and beverages, $70.91 , $74.46 ,03/10/19,2019,3,10,10/03/19,19:35:00,Ewallet,8.3
355-34-6244,B,Chicago,Normal,Male,Food and beverages, $144.78 , $152.02 ,1/13/2019,2019,1,13,13/01/19,19:55:00,Credit card,8.1
550-84-8664,A,Nueva York,Normal,Male,Sports and travel, $429.55 , $451.03 ,3/22/2019,2019,3,22,22/03/19,14:33:00,Credit card,8.6
339-96-8318,B,Chicago,Member,Male,Fashion accessories, $569.17 , $597.63 ,03/01/19,2019,3,1,01/03/19,19:49:00,Ewallet,6.3
458-61-0011,B,Chicago,Normal,Male,Food and beverages, $241.20 , $253.26 ,2/20/2019,2019,2,20,20/02/19,18:43:00,Cash,5.8
592-34-6155,C,Houston,Normal,Male,Food and beverages, $127.08 , $133.43 ,1/14/2019,2019,1,14,14/01/19,14:43:00,Ewallet,6.2
797-88-0493,A,Nueva York,Normal,Female,Health and beauty, $257.08 , $269.93 ,3/26/2019,2019,3,26,26/03/19,13:54:00,Cash,7.7
207-73-1363,B,Chicago,Normal,Male,Health and beauty, $139.02 , $145.97 ,03/01/19,2019,3,1,01/03/19,12:15:00,Ewallet,8.1
390-31-6381,C,Houston,Normal,Male,Food and beverages, $81.66 , $85.74 ,01/07/19,2019,1,7,07/01/19,12:37:00,Cash,7.3
443-82-0585,A,Nueva York,Member,Female,Health and beauty, $310.72 , $326.26 ,02/01/19,2019,2,1,01/02/19,19:54:00,Cash,8.4
339-18-7061,C,Houston,Member,Female,Fashion accessories, $185.96 , $195.26 ,2/13/2019,2019,2,13,13/02/19,15:06:00,Credit card,8.0
359-90-3665,B,Chicago,Member,Female,Fashion accessories, $72.32 , $75.94 ,1/14/2019,2019,1,14,14/01/19,18:03:00,Credit card,9.5
375-72-3056,B,Chicago,Normal,Male,Sports and travel, $189.18 , $198.64 ,1/19/2019,2019,1,19,19/01/19,15:58:00,Ewallet,7.0
127-47-6963,A,Nueva York,Normal,Male,Health and beauty, $206.84 , $217.18 ,03/09/19,2019,3,9,09/03/19,13:53:00,Credit card,9.8
278-86-2735,A,Nueva York,Normal,Female,Food and beverages, $157.02 , $164.87 ,3/27/2019,2019,3,27,27/03/19,14:03:00,Cash,9.2
695-28-6250,A,Nueva York,Normal,Female,Sports and travel, $215.30 , $226.07 ,02/04/19,2019,2,4,04/02/19,16:38:00,Ewallet,7.7
379-17-6588,C,Houston,Normal,Male,Fashion accessories, $596.10 , $625.91 ,3/14/2019,2019,3,14,14/03/19,11:07:00,Cash,5.3
227-50-3718,A,Nueva York,Normal,Male,Health and beauty, $73.10 , $76.76 ,03/04/19,2019,3,4,04/03/19,12:23:00,Cash,4.4
302-15-2162,C,Houston,Member,Male,Health and beauty, $279.18 , $293.14 ,03/03/19,2019,3,3,03/03/19,10:54:00,Credit card,4.3
788-07-8452,C,Houston,Member,Female,Home and lifestyle, $169.68 , $178.16 ,1/27/2019,2019,1,27,27/01/19,17:38:00,Ewallet,9.4
560-49-6611,A,Nueva York,Member,Female,Sports and travel, $45.58 , $47.86 ,02/07/19,2019,2,7,07/02/19,14:13:00,Cash,9.8
880-35-0356,A,Nueva York,Member,Female,Sports and travel, $225.60 , $236.88 ,02/05/19,2019,2,5,05/02/19,11:51:00,Ewallet,4.8
585-11-6748,B,Chicago,Member,Male,Sports and travel, $290.40 , $304.92 ,3/15/2019,2019,3,15,15/03/19,13:05:00,Cash,5.3
470-31-3286,B,Chicago,Normal,Male,Health and beauty, $44.46 , $46.68 ,03/01/19,2019,3,1,01/03/19,11:30:00,Credit card,8.7
152-68-2907,A,Nueva York,Normal,Male,Food and beverages, $156.60 , $164.43 ,2/15/2019,2019,2,15,15/02/19,13:30:00,Credit card,9.5
123-35-4896,C,Houston,Normal,Female,Sports and travel, $419.94 , $440.94 ,2/17/2019,2019,2,17,17/02/19,19:11:00,Ewallet,5.3
258-69-7810,C,Houston,Normal,Female,Fashion accessories, $184.25 , $193.46 ,1/26/2019,2019,1,26,26/01/19,18:53:00,Cash,9.2
334-64-2006,A,Nueva York,Member,Female,Home and lifestyle, $140.64 , $147.67 ,3/24/2019,2019,3,24,24/03/19,14:22:00,Ewallet,9.6
219-61-4139,C,Houston,Normal,Male,Electronic accessories, $83.08 , $87.23 ,1/23/2019,2019,1,23,23/01/19,17:16:00,Ewallet,6.4
881-41-7302,C,Houston,Normal,Female,Fashion accessories, $64.99 , $68.24 ,1/26/2019,2019,1,26,26/01/19,10:06:00,Credit card,4.5
373-09-4567,C,Houston,Normal,Male,Food and beverages, $775.60 , $814.38 ,3/14/2019,2019,3,14,14/03/19,20:35:00,Ewallet,6.9
642-30-6693,B,Chicago,Normal,Female,Sports and travel, $327.06 , $343.41 ,3/17/2019,2019,3,17,17/03/19,13:54:00,Ewallet,7.8
484-22-8230,C,Houston,Member,Female,Fashion accessories, $363.23 , $381.39 ,01/08/19,2019,1,8,08/01/19,20:08:00,Cash,4.5
830-58-2383,B,Chicago,Normal,Male,Home and lifestyle, $127.00 , $133.35 ,02/08/19,2019,2,8,08/02/19,15:26:00,Cash,8.6
559-98-9873,A,Nueva York,Member,Female,Fashion accessories, $375.55 , $394.33 ,02/10/19,2019,2,10,10/02/19,12:56:00,Ewallet,5.2
544-32-5024,C,Houston,Member,Female,Food and beverages, $199.16 , $209.12 ,3/28/2019,2019,3,28,28/03/19,19:16:00,Credit card,6.4
318-12-0304,A,Nueva York,Normal,Male,Fashion accessories, $30.61 , $32.14 ,1/23/2019,2019,1,23,23/01/19,12:20:00,Ewallet,5.2
349-97-8902,B,Chicago,Member,Male,Food and beverages, $115.78 , $121.57 ,1/17/2019,2019,1,17,17/01/19,10:37:00,Ewallet,8.9
421-95-9805,A,Nueva York,Normal,Female,Electronic accessories, $28.96 , $30.41 ,02/07/19,2019,2,7,07/02/19,10:18:00,Credit card,6.2
277-35-5865,C,Houston,Member,Female,Food and beverages, $890.73 , $935.27 ,03/09/19,2019,3,9,09/03/19,11:23:00,Cash,6.7
789-23-8625,B,Chicago,Member,Male,Fashion accessories, $279.66 , $293.64 ,1/24/2019,2019,1,24,24/01/19,11:45:00,Cash,7.2
284-54-4231,C,Houston,Member,Male,Sports and travel, $80.93 , $84.98 ,1/19/2019,2019,1,19,19/01/19,16:08:00,Credit card,9.0
443-59-0061,A,Nueva York,Member,Male,Food and beverages, $674.50 , $708.23 ,02/03/19,2019,2,3,03/02/19,11:25:00,Ewallet,4.2
509-29-3912,A,Nueva York,Member,Female,Sports and travel, $348.48 , $365.90 ,3/20/2019,2019,3,20,20/03/19,12:24:00,Ewallet,4.2
327-40-9673,B,Chicago,Member,Male,Sports and travel, $435.60 , $457.38 ,1/13/2019,2019,1,13,13/01/19,19:51:00,Cash,6.9
840-19-2096,C,Houston,Member,Male,Electronic accessories, $439.55 , $461.53 ,3/14/2019,2019,3,14,14/03/19,18:10:00,Ewallet,4.4
828-46-6863,A,Nueva York,Member,Male,Food and beverages, $591.18 , $620.74 ,1/23/2019,2019,1,23,23/01/19,11:22:00,Credit card,4.0
641-96-3695,C,Houston,Member,Female,Fashion accessories, $260.76 , $273.80 ,02/07/19,2019,2,7,07/02/19,17:55:00,Ewallet,8.5
420-97-3340,A,Nueva York,Normal,Female,Food and beverages, $215.04 , $225.79 ,3/28/2019,2019,3,28,28/03/19,15:30:00,Credit card,9.2
436-54-4512,A,Nueva York,Member,Female,Food and beverages, $91.61 , $96.19 ,3/20/2019,2019,3,20,20/03/19,19:44:00,Cash,9.8
670-79-6321,B,Chicago,Member,Female,Home and lifestyle, $662.13 , $695.24 ,1/17/2019,2019,1,17,17/01/19,15:27:00,Credit card,4.9
852-62-7105,B,Chicago,Normal,Female,Fashion accessories, $832.50 , $874.13 ,01/12/19,2019,1,12,12/01/19,11:25:00,Credit card,4.4
598-06-7312,B,Chicago,Member,Male,Fashion accessories, $91.35 , $95.92 ,2/16/2019,2019,2,16,16/02/19,15:42:00,Cash,6.8
135-13-8269,B,Chicago,Member,Female,Food and beverages, $157.76 , $165.65 ,1/26/2019,2019,1,26,26/01/19,16:04:00,Cash,9.1
816-57-2053,A,Nueva York,Normal,Male,Sports and travel, $121.74 , $127.83 ,03/09/19,2019,3,9,09/03/19,12:37:00,Ewallet,8.7
628-90-8624,B,Chicago,Member,Male,Health and beauty, $825.80 , $867.09 ,3/14/2019,2019,3,14,14/03/19,14:41:00,Cash,5.0
856-66-2701,A,Nueva York,Member,Male,Home and lifestyle, $159.90 , $167.90 ,1/25/2019,2019,1,25,25/01/19,14:19:00,Ewallet,7.5
308-39-1707,A,Nueva York,Normal,Female,Fashion accessories, $12.09 , $12.69 ,1/26/2019,2019,1,26,26/01/19,18:19:00,Credit card,8.2
149-61-1929,A,Nueva York,Normal,Male,Sports and travel, $641.90 , $674.00 ,1/19/2019,2019,1,19,19/01/19,14:08:00,Credit card,6.7
655-07-2265,A,Nueva York,Normal,Male,Electronic accessories, $234.93 , $246.68 ,03/05/19,2019,3,5,05/03/19,16:38:00,Ewallet,5.4
589-02-8023,A,Nueva York,Member,Male,Food and beverages, $167.54 , $175.92 ,1/15/2019,2019,1,15,15/01/19,10:54:00,Credit card,7.0
420-04-7590,B,Chicago,Normal,Male,Home and lifestyle, $299.10 , $314.06 ,3/18/2019,2019,3,18,18/03/19,11:29:00,Ewallet,4.7
182-88-2763,B,Chicago,Member,Male,Food and beverages, $239.73 , $251.72 ,3/20/2019,2019,3,20,20/03/19,19:28:00,Credit card,5.0
188-55-0967,B,Chicago,Member,Male,Health and beauty, $664.70 , $697.94 ,1/15/2019,2019,1,15,15/01/19,15:01:00,Credit card,5.0
610-46-4100,A,Nueva York,Normal,Male,Health and beauty, $202.65 , $212.78 ,03/03/19,2019,3,3,03/03/19,20:31:00,Credit card,6.0
318-81-2368,C,Houston,Normal,Female,Electronic accessories, $46.20 , $48.51 ,3/19/2019,2019,3,19,19/03/19,12:16:00,Cash,6.3
364-33-8584,B,Chicago,Member,Female,Food and beverages, $88.15 , $92.56 ,03/08/19,2019,3,8,08/03/19,15:27:00,Cash,8.5
665-63-9737,B,Chicago,Normal,Male,Fashion accessories, $157.26 , $165.12 ,2/27/2019,2019,2,27,27/02/19,17:36:00,Ewallet,7.5
695-09-5146,B,Chicago,Member,Female,Food and beverages, $296.37 , $311.19 ,2/23/2019,2019,2,23,23/02/19,20:00:00,Ewallet,6.4
155-45-3814,C,Houston,Member,Female,Electronic accessories, $708.40 , $743.82 ,3/19/2019,2019,3,19,19/03/19,15:29:00,Ewallet,4.7
794-32-2436,B,Chicago,Member,Male,Electronic accessories, $111.34 , $116.91 ,3/27/2019,2019,3,27,27/03/19,15:08:00,Ewallet,6.0
131-15-8856,C,Houston,Member,Female,Food and beverages, $580.16 , $609.17 ,3/30/2019,2019,3,30,30/03/19,19:26:00,Credit card,4.0
273-84-2164,C,Houston,Member,Male,Electronic accessories, $60.25 , $63.26 ,2/16/2019,2019,2,16,16/02/19,15:53:00,Ewallet,5.5
706-36-6154,A,Nueva York,Member,Male,Home and lifestyle, $174.24 , $182.95 ,1/18/2019,2019,1,18,18/01/19,18:43:00,Ewallet,8.7
778-89-7974,C,Houston,Normal,Male,Health and beauty, $421.26 , $442.32 ,3/30/2019,2019,3,30,30/03/19,14:58:00,Cash,7.4
574-31-8277,B,Chicago,Member,Male,Fashion accessories, $33.63 , $35.31 ,3/20/2019,2019,3,20,20/03/19,19:55:00,Cash,5.6
859-71-0933,C,Houston,Member,Female,Sports and travel, $30.98 , $32.53 ,1/16/2019,2019,1,16,16/01/19,15:10:00,Cash,6.3
740-11-5257,C,Houston,Normal,Male,Electronic accessories, $247.40 , $259.77 ,2/24/2019,2019,2,24,24/02/19,16:44:00,Cash,7.1
369-82-2676,B,Chicago,Normal,Male,Electronic accessories, $378.30 , $397.22 ,1/15/2019,2019,1,15,15/01/19,18:22:00,Ewallet,7.8
563-47-4072,B,Chicago,Normal,Female,Health and beauty, $334.86 , $351.60 ,1/22/2019,2019,1,22,22/01/19,11:52:00,Cash,9.9
742-04-5161,A,Nueva York,Member,Male,Home and lifestyle, $727.80 , $764.19 ,02/03/19,2019,2,3,03/02/19,17:24:00,Cash,7.3
149-15-7606,B,Chicago,Member,Male,Sports and travel, $335.88 , $352.67 ,03/06/19,2019,3,6,06/03/19,15:31:00,Ewallet,5.1
133-77-3154,B,Chicago,Member,Male,Fashion accessories, $240.72 , $252.76 ,2/16/2019,2019,2,16,16/02/19,18:04:00,Credit card,9.4
169-52-4504,A,Nueva York,Normal,Female,Electronic accessories, $47.07 , $49.42 ,3/14/2019,2019,3,14,14/03/19,14:13:00,Credit card,5.8
250-81-7186,C,Houston,Normal,Female,Electronic accessories, $99.69 , $104.67 ,2/27/2019,2019,2,27,27/02/19,10:23:00,Credit card,8.0
562-12-5430,A,Nueva York,Member,Female,Fashion accessories, $264.45 , $277.67 ,1/18/2019,2019,1,18,18/01/19,10:11:00,Ewallet,7.9
816-72-8853,A,Nueva York,Member,Female,Sports and travel, $139.65 , $146.63 ,1/29/2019,2019,1,29,29/01/19,15:48:00,Cash,5.9
491-38-3499,A,Nueva York,Member,Male,Fashion accessories, $55.45 , $58.22 ,2/26/2019,2019,2,26,26/02/19,17:46:00,Credit card,4.9
322-02-2271,B,Chicago,Normal,Female,Sports and travel, $128.91 , $135.36 ,02/03/19,2019,2,3,03/02/19,11:46:00,Cash,9.3
842-29-4695,C,Houston,Member,Male,Sports and travel, $119.98 , $125.98 ,1/16/2019,2019,1,16,16/01/19,12:07:00,Credit card,7.9
725-67-2480,B,Chicago,Member,Female,Fashion accessories, $352.50 , $370.13 ,3/24/2019,2019,3,24,24/03/19,18:14:00,Credit card,5.9
641-51-2661,C,Houston,Member,Female,Food and beverages, $871.00 , $914.55 ,02/12/19,2019,2,12,12/02/19,14:45:00,Credit card,9.9
714-02-3114,C,Houston,Normal,Female,Sports and travel, $197.60 , $207.48 ,2/21/2019,2019,2,21,21/02/19,11:39:00,Cash,7.7
518-17-2983,A,Nueva York,Normal,Female,Fashion accessories, $194.52 , $204.25 ,02/04/19,2019,2,4,04/02/19,15:44:00,Ewallet,7.6
779-42-2410,B,Chicago,Member,Male,Food and beverages, $173.22 , $181.88 ,2/20/2019,2019,2,20,20/02/19,13:06:00,Ewallet,7.7
190-14-3147,B,Chicago,Normal,Female,Health and beauty, $71.88 , $75.47 ,2/23/2019,2019,2,23,23/02/19,20:43:00,Ewallet,6.4
408-66-6712,C,Houston,Member,Female,Health and beauty, $286.26 , $300.57 ,2/16/2019,2019,2,16,16/02/19,14:19:00,Ewallet,4.4
679-22-6530,B,Chicago,Normal,Female,Sports and travel, $81.24 , $85.30 ,1/17/2019,2019,1,17,17/01/19,10:01:00,Credit card,4.1
588-47-8641,A,Nueva York,Member,Male,Fashion accessories, $560.40 , $588.42 ,1/14/2019,2019,1,14,14/01/19,19:30:00,Ewallet,4.4
642-61-4706,B,Chicago,Member,Male,Food and beverages, $186.80 , $196.14 ,3/30/2019,2019,3,30,30/03/19,16:34:00,Cash,5.5
576-31-4774,B,Chicago,Normal,Female,Health and beauty, $220.23 , $231.24 ,03/02/19,2019,3,2,02/03/19,13:10:00,Ewallet,4.0
556-41-6224,C,Houston,Normal,Male,Health and beauty, $269.12 , $282.58 ,2/15/2019,2019,2,15,15/02/19,17:10:00,Credit card,9.3
811-03-8790,A,Nueva York,Normal,Female,Electronic accessories, $454.80 , $477.54 ,03/01/19,2019,3,1,01/03/19,10:22:00,Credit card,4.8
242-11-3142,B,Chicago,Member,Male,Fashion accessories, $167.54 , $175.92 ,2/24/2019,2019,2,24,24/02/19,19:57:00,Cash,4.6
752-23-3760,B,Chicago,Member,Female,Sports and travel, $448.56 , $470.99 ,2/19/2019,2019,2,19,19/02/19,19:29:00,Credit card,7.3
274-05-5470,A,Nueva York,Member,Female,Food and beverages, $293.88 , $308.57 ,2/23/2019,2019,2,23,23/02/19,18:30:00,Cash,6.0
648-94-3045,C,Houston,Normal,Male,Health and beauty, $589.50 , $618.98 ,02/07/19,2019,2,7,07/02/19,14:27:00,Ewallet,8.1
130-67-4723,A,Nueva York,Member,Male,Food and beverages, $291.00 , $305.55 ,01/11/19,2019,1,11,11/01/19,13:57:00,Ewallet,9.4
528-87-5606,B,Chicago,Member,Female,Electronic accessories, $39.48 , $41.45 ,02/12/19,2019,2,12,12/02/19,19:43:00,Cash,6.5
320-85-2052,B,Chicago,Normal,Female,Sports and travel, $34.81 , $36.55 ,1/14/2019,2019,1,14,14/01/19,10:11:00,Credit card,7.0
370-96-0655,C,Houston,Normal,Female,Fashion accessories, $295.92 , $310.72 ,01/09/19,2019,1,9,09/01/19,13:46:00,Ewallet,7.1
105-10-6182,A,Nueva York,Member,Male,Fashion accessories, $42.96 , $45.11 ,2/27/2019,2019,2,27,27/02/19,12:22:00,Ewallet,6.6
510-79-0415,B,Chicago,Member,Female,Sports and travel, $138.48 , $145.40 ,1/24/2019,2019,1,24,24/01/19,19:20:00,Ewallet,4.9
241-96-5076,B,Chicago,Member,Female,Home and lifestyle, $98.20 , $103.11 ,01/08/19,2019,1,8,08/01/19,12:58:00,Credit card,6.4
767-97-4650,B,Chicago,Member,Female,Sports and travel, $129.66 , $136.14 ,01/08/19,2019,1,8,08/01/19,11:59:00,Credit card,8.0
648-83-1321,A,Nueva York,Member,Male,Home and lifestyle, $635.60 , $667.38 ,1/16/2019,2019,1,16,16/01/19,17:59:00,Cash,4.3
173-57-2300,C,Houston,Member,Male,Sports and travel, $145.76 , $153.05 ,3/13/2019,2019,3,13,13/03/19,12:51:00,Cash,6.1
305-03-2383,A,Nueva York,Normal,Female,Food and beverages, $201.30 , $211.37 ,2/15/2019,2019,2,15,15/02/19,10:36:00,Cash,7.5
394-55-6384,C,Houston,Member,Female,Sports and travel, $631.71 , $663.30 ,1/25/2019,2019,1,25,25/01/19,13:38:00,Cash,6.7
266-20-6657,C,Houston,Member,Male,Food and beverages, $385.28 , $404.54 ,03/12/19,2019,3,12,12/03/19,19:39:00,Ewallet,5.2
689-05-1884,A,Nueva York,Member,Male,Health and beauty, $486.30 , $510.62 ,03/04/19,2019,3,4,04/03/19,12:44:00,Cash,8.8
196-01-2849,C,Houston,Member,Female,Fashion accessories, $513.66 , $539.34 ,02/10/19,2019,2,10,10/02/19,13:56:00,Cash,9.5
372-62-5264,C,Houston,Normal,Female,Food and beverages, $473.40 , $497.07 ,1/16/2019,2019,1,16,16/01/19,14:42:00,Cash,7.6
800-09-8606,A,Nueva York,Member,Female,Home and lifestyle, $436.85 , $458.69 ,1/29/2019,2019,1,29,29/01/19,19:45:00,Cash,6.6
182-52-7000,A,Nueva York,Member,Female,Sports and travel, $108.16 , $113.57 ,01/01/19,2019,1,1,01/01/19,20:26:00,Ewallet,6.9
826-58-8051,B,Chicago,Normal,Male,Home and lifestyle, $248.76 , $261.20 ,01/06/19,2019,1,6,06/01/19,19:46:00,Ewallet,4.3
868-06-0466,A,Nueva York,Member,Male,Electronic accessories, $626.22 , $657.53 ,2/19/2019,2019,2,19,19/02/19,19:38:00,Credit card,7.8
751-41-9720,C,Houston,Normal,Male,Home and lifestyle, $975.00 ," $1,023.75 ",01/12/19,2019,1,12,12/01/19,16:18:00,Ewallet,8.0
626-43-7888,C,Houston,Normal,Female,Fashion accessories, $483.28 , $507.44 ,02/07/19,2019,2,7,07/02/19,12:23:00,Ewallet,9.6
176-64-7711,B,Chicago,Normal,Male,Food and beverages, $96.96 , $101.81 ,3/27/2019,2019,3,27,27/03/19,19:11:00,Credit card,4.3
191-29-0321,B,Chicago,Member,Female,Fashion accessories, $197.70 , $207.59 ,2/27/2019,2019,2,27,27/02/19,18:57:00,Credit card,5.0
729-06-2010,B,Chicago,Member,Male,Health and beauty, $724.23 , $760.44 ,01/06/19,2019,1,6,06/01/19,11:18:00,Cash,9.2
640-48-5028,B,Chicago,Member,Female,Home and lifestyle, $795.51 , $835.29 ,03/02/19,2019,3,2,02/03/19,12:40:00,Cash,6.3
186-79-9562,B,Chicago,Normal,Male,Health and beauty, $502.39 , $527.51 ,3/29/2019,2019,3,29,29/03/19,14:06:00,Cash,8.9
834-45-5519,B,Chicago,Normal,Female,Electronic accessories, $172.00 , $180.60 ,1/31/2019,2019,1,31,31/01/19,20:48:00,Ewallet,7.6
162-65-8559,C,Houston,Member,Male,Food and beverages, $68.98 , $72.43 ,1/21/2019,2019,1,21,21/01/19,20:13:00,Cash,4.8
760-27-5490,C,Houston,Normal,Male,Fashion accessories, $124.96 , $131.21 ,1/20/2019,2019,1,20,20/01/19,20:37:00,Ewallet,9.1
445-30-9252,A,Nueva York,Normal,Male,Sports and travel, $77.10 , $80.96 ,1/17/2019,2019,1,17,17/01/19,17:59:00,Ewallet,6.1
786-94-2700,A,Nueva York,Member,Male,Food and beverages, $483.72 , $507.91 ,2/28/2019,2019,2,28,28/02/19,20:18:00,Cash,9.1
728-88-7867,C,Houston,Member,Female,Home and lifestyle, $302.12 , $317.23 ,3/19/2019,2019,3,19,19/03/19,15:52:00,Ewallet,8.3
183-21-3799,C,Houston,Normal,Female,Electronic accessories, $698.67 , $733.60 ,2/19/2019,2019,2,19,19/02/19,15:14:00,Ewallet,7.2
268-20-3585,C,Houston,Normal,Female,Health and beauty, $124.65 , $130.88 ,02/04/19,2019,2,4,04/02/19,12:50:00,Ewallet,6.0
735-32-9839,C,Houston,Member,Male,Fashion accessories, $789.60 , $829.08 ,1/31/2019,2019,1,31,31/01/19,10:36:00,Ewallet,8.5
258-92-7466,A,Nueva York,Normal,Female,Health and beauty, $178.40 , $187.32 ,02/06/19,2019,2,6,06/02/19,18:33:00,Credit card,6.6
857-16-3520,A,Nueva York,Member,Female,Fashion accessories, $500.22 , $525.23 ,3/28/2019,2019,3,28,28/03/19,16:06:00,Ewallet,4.5
482-17-1179,A,Nueva York,Member,Male,Electronic accessories, $35.82 , $37.61 ,1/19/2019,2019,1,19,19/01/19,12:47:00,Credit card,8.1
788-21-5741,A,Nueva York,Normal,Male,Fashion accessories, $136.14 , $142.95 ,2/17/2019,2019,2,17,17/02/19,13:34:00,Credit card,7.2
821-14-9046,B,Chicago,Member,Female,Fashion accessories, $104.88 , $110.12 ,1/18/2019,2019,1,18,18/01/19,15:04:00,Credit card,6.1
418-05-0656,B,Chicago,Normal,Female,Fashion accessories, $178.92 , $187.87 ,02/02/19,2019,2,2,02/02/19,20:42:00,Cash,7.1
678-79-0726,C,Houston,Member,Female,Sports and travel, $815.67 , $856.45 ,1/18/2019,2019,1,18,18/01/19,15:28:00,Cash,5.1
776-68-1096,B,Chicago,Normal,Male,Home and lifestyle, $132.36 , $138.98 ,3/18/2019,2019,3,18,18/03/19,13:45:00,Credit card,7.9
592-46-1692,C,Houston,Member,Female,Food and beverages, $257.39 , $270.26 ,01/11/19,2019,1,11,11/01/19,20:10:00,Cash,7.4
434-35-9162,B,Chicago,Member,Male,Food and beverages, $93.36 , $98.03 ,02/04/19,2019,2,4,04/02/19,18:53:00,Ewallet,7.4
149-14-0304,C,Houston,Member,Female,Health and beauty, $228.00 , $239.40 ,02/06/19,2019,2,6,06/02/19,14:24:00,Cash,6.6
442-44-6497,C,Houston,Member,Male,Home and lifestyle, $166.71 , $175.05 ,01/08/19,2019,1,8,08/01/19,11:42:00,Credit card,5.9
174-64-0215,B,Chicago,Normal,Male,Sports and travel, $697.40 , $732.27 ,03/05/19,2019,3,5,05/03/19,17:49:00,Credit card,8.9
210-74-9613,C,Houston,Normal,Male,Fashion accessories, $389.04 , $408.49 ,3/16/2019,2019,3,16,16/03/19,15:33:00,Ewallet,6.8
299-29-0180,B,Chicago,Member,Female,Home and lifestyle, $365.26 , $383.52 ,03/09/19,2019,3,9,09/03/19,10:54:00,Cash,9.3
247-11-2470,A,Nueva York,Member,Female,Fashion accessories, $89.28 , $93.74 ,03/01/19,2019,3,1,01/03/19,16:23:00,Credit card,4.4
635-28-5728,A,Nueva York,Normal,Male,Health and beauty, $168.00 , $176.40 ,2/28/2019,2019,2,28,28/02/19,19:33:00,Ewallet,4.8
756-49-0168,A,Nueva York,Member,Male,Fashion accessories, $19.70 , $20.69 ,02/08/19,2019,2,8,08/02/19,11:39:00,Ewallet,9.5
